store_id,week_of_year,weekly_spend,ranking_score_weekly
70156265,4,169.98,0.4581
70156265,5,354.84,0.4207
70156265,6,612.54,0.5057
70156265,7,91.45,0.4105
70156265,8,337.81,0.511
68898596,1,310.28,0.7561
68898596,2,77.06,0.6221
68898596,3,375.77,0.8008
68898596,4,223.46,0.7685
68898596,5,360.0,0.7727
68898596,6,100.18,0.73
68898596,7,256.7,0.7105
68898596,8,117.32,0.6931
52398658,1,92.96,0.6374
52398658,2,75.06,0.6497
52398658,3,49.67,0.6268
52398658,4,53.12,0.7204
52398658,5,145.13,0.6939
52398658,6,58.03,0.676
52398658,7,122.95,0.6408
52398658,8,56.09,0.5791
86957199,1,2390.23,0.8683
86957199,2,156.9,0.8713
86957199,3,346.96,0.8264
86957199,4,938.38,0.8653
86957199,5,454.69,0.8205
86957199,6,677.68,0.8324
86957199,7,303.65,0.8308
86957199,8,778.69,0.8483
17127766,1,139.19,0.5633
17127766,2,54.75,0.6167
17127766,3,80.58,0.6706
17127766,4,152.22,0.6434
17127766,5,107.15,0.6541
17127766,6,24.06,0.6814
17127766,7,28.72,0.6296
17127766,8,94.29,0.6587
78849896,1,271.59,0.5224
78849896,2,151.99,0.5284
78849896,3,102.14,0.549
78849896,4,319.56,0.5796
78849896,5,263.49,0.5723
78849896,6,88.79,0.4973
78849896,7,130.57,0.4974
78849896,8,209.58,0.5705
61714055,1,21.57,0.7799
61714055,2,37.14,0.7792
61714055,3,104.81,0.7171
61714055,4,25.21,0.8225
61714055,5,79.29,0.7413
61714055,6,34.38,0.7277
61714055,7,29.1,0.7892
61714055,8,38.08,0.8033
67124648,1,87.16,0.6616
67124648,2,31.19,0.6527
67124648,3,153.76,0.731
67124648,4,50.39,0.6995
67124648,5,292.75,0.7732
67124648,6,165.95,0.7272
67124648,7,66.0,0.683
67124648,8,104.03,0.6133
60883598,1,93.64,0.729
60883598,2,119.15,0.6923
60883598,3,23.41,0.8019
60883598,4,167.9,0.7277
60883598,5,93.13,0.7917
60883598,6,122.53,0.7615
60883598,7,190.14,0.7396
60883598,8,95.22,0.7575
59822145,1,148.51,0.6291
59822145,2,195.66,0.6055
59822145,3,322.21,0.6489
59822145,4,166.03,0.6143
59822145,5,241.48,
59822145,6,341.42,0.6499
59822145,7,422.85,0.683
59822145,8,185.36,0.7045
18150978,1,426.42,0.8096
18150978,2,249.68,0.7944
18150978,3,330.72,0.7724
18150978,4,100.54,0.7367
18150978,5,203.36,0.7647
18150978,6,302.43,0.8302
18150978,7,101.08,0.7267
18150978,8,74.93,0.8345
60328643,1,426.11,0.4128
60328643,2,311.71,0.4743
60328643,3,264.68,0.4867
60328643,4,1401.8,0.5064
60328643,5,160.53,0.3725
60328643,6,886.12,0.5467
60328643,7,285.64,0.4324
60328643,8,183.47,0.4561
81542134,1,147.59,0.7763
81542134,2,154.67,0.7522
81542134,3,175.97,0.79
81542134,4,509.63,0.8447
81542134,5,294.6,
81542134,6,110.32,0.7536
81542134,7,195.34,0.7072
81542134,8,141.21,0.7455
37355508,1,410.05,0.7791
37355508,2,382.12,0.7687
37355508,3,165.02,0.6617
37355508,4,157.73,0.688
37355508,5,64.36,0.6233
37355508,6,126.85,0.6824
37355508,7,211.25,0.6782
37355508,8,212.28,0.6995
64255441,1,16.01,0.4162
64255441,2,7.35,0.3784
64255441,3,61.47,0.3529
64255441,4,21.97,0.318
64255441,5,63.17,0.3657
64255441,6,22.61,0.4115
64255441,7,33.72,0.3296
64255441,8,14.4,0.3852
12773605,1,35.91,0.6272
12773605,2,54.33,0.7006
12773605,3,159.51,0.6448
12773605,4,90.3,0.5697
12773605,5,69.58,0.6694
12773605,6,606.59,0.7978
12773605,7,133.94,0.6397
12773605,8,76.36,0.7159
41274927,1,812.6,0.4574
41274927,2,66.26,0.292
41274927,3,132.98,0.3208
41274927,4,197.53,0.4456
41274927,5,101.99,0.3143
41274927,6,306.68,0.3326
41274927,7,220.68,0.2866
41274927,8,220.15,0.3495
49304564,1,460.76,0.8077
49304564,2,584.8,0.7945
49304564,3,148.5,0.6588
49304564,4,275.75,0.7252
49304564,5,233.07,0.6629
49304564,6,146.92,0.5999
49304564,7,273.02,0.6558
49304564,8,165.99,0.6664
98446454,1,99.97,0.7576
98446454,2,54.65,0.7016
98446454,3,110.76,0.7096
98446454,4,46.96,0.7494
98446454,5,138.76,0.7543
98446454,6,142.55,0.6563
98446454,7,188.29,0.7623
98446454,8,150.66,0.7563
29312620,1,210.03,0.8131
29312620,2,205.12,0.8338
29312620,3,89.57,0.7657
29312620,4,948.94,0.7953
29312620,5,215.09,0.7473
29312620,6,312.47,0.7583
29312620,7,222.64,0.8238
29312620,8,159.5,0.8224
34889349,1,960.38,0.8646
34889349,2,3977.55,0.9142
34889349,3,597.51,0.8079
34889349,4,454.19,
34889349,5,1469.68,0.9039
34889349,6,805.91,0.805
34889349,7,663.98,0.7937
34889349,8,183.97,
46767577,1,675.34,0.785
46767577,2,530.36,0.7144
46767577,3,350.65,0.6466
46767577,4,102.09,0.6394
46767577,5,230.1,0.6847
46767577,6,771.59,0.7532
46767577,7,551.0,0.7153
46767577,8,113.09,0.6197
99339904,1,121.58,0.7054
99339904,2,60.03,0.624
99339904,3,84.77,0.6521
99339904,4,196.48,0.6678
99339904,5,87.57,0.5724
99339904,6,295.69,0.7386
99339904,7,221.14,0.6205
99339904,8,201.72,0.7411
86806275,1,679.74,0.4722
86806275,2,255.74,0.471
86806275,3,340.28,0.4251
86806275,4,155.29,0.4564
86806275,5,570.22,0.5389
86806275,6,849.01,0.5079
86806275,7,214.7,0.4761
86806275,8,417.8,0.4211
13122366,1,138.63,0.656
13122366,2,98.97,0.6901
13122366,3,164.91,0.72
13122366,4,28.69,0.6201
13122366,5,158.16,0.5965
13122366,6,65.78,0.5825
13122366,7,102.12,0.696
13122366,8,374.92,0.702
31054553,1,541.36,0.839
31054553,2,487.95,0.8307
31054553,3,1127.54,0.9018
31054553,4,189.0,0.7749
31054553,5,672.44,0.8462
31054553,6,785.48,0.8537
31054553,7,428.88,0.805
31054553,8,101.39,0.7174
83950699,1,63.36,0.8665
83950699,2,190.13,0.8171
83950699,3,94.9,0.8259
83950699,4,260.96,0.7762
83950699,5,136.57,0.8412
83950699,6,38.92,0.7977
83950699,7,103.64,0.7986
83950699,8,98.88,0.815
15247246,1,998.23,0.8602
15247246,2,4505.79,0.8881
15247246,3,4008.1,0.8977
15247246,4,3923.61,0.9066
15247246,5,1504.41,0.8722
15247246,6,821.32,0.8306
15247246,7,2207.95,0.8881
15247246,8,1002.98,0.8451
87010375,1,1239.41,0.724
87010375,2,361.93,0.6352
87010375,3,1508.59,0.7949
87010375,4,247.73,0.5668
87010375,5,305.25,0.5767
87010375,6,1585.89,0.705
87010375,7,195.15,0.5188
87010375,8,673.7,0.6986
35324549,1,749.6,0.8195
35324549,2,755.79,0.8581
35324549,3,561.61,0.8059
35324549,4,350.22,0.808
35324549,5,739.95,0.8144
35324549,6,356.14,0.761
35324549,7,484.88,0.8417
35324549,8,805.93,0.8526
92588690,1,1280.83,0.8129
92588690,2,787.37,0.8369
92588690,3,446.97,0.717
92588690,4,976.13,0.7956
92588690,5,470.95,0.7495
92588690,6,841.99,0.7899
92588690,7,338.9,0.7225
92588690,8,1017.22,0.878
36423437,1,83.03,0.7157
36423437,2,131.16,0.7341
36423437,3,43.63,0.7294
36423437,4,64.37,0.7659
36423437,5,92.63,0.7525
36423437,6,28.5,0.7676
36423437,7,65.35,0.7928
36423437,8,42.7,0.6764
49088512,1,543.68,0.7545
49088512,2,205.66,0.6287
49088512,3,734.03,0.7501
49088512,4,146.13,0.6527
49088512,5,70.08,0.6425
49088512,6,351.33,0.7211
49088512,7,336.56,0.6822
49088512,8,117.33,0.6135
69572485,1,145.07,0.7049
69572485,2,276.2,0.7337
69572485,3,192.9,0.6818
69572485,4,77.5,0.6607
69572485,5,82.27,0.6481
69572485,6,53.06,0.5865
69572485,7,159.84,0.7005
69572485,8,55.73,0.6592
21365266,1,155.26,0.7114
21365266,2,259.62,0.7257
21365266,3,531.16,0.7401
21365266,4,80.93,0.5945
21365266,5,130.18,0.5409
21365266,6,134.22,0.614
21365266,7,255.64,0.6943
21365266,8,103.95,0.6559
60132893,1,269.92,0.7322
60132893,2,104.71,0.6571
60132893,3,274.53,0.7521
60132893,4,240.61,0.7169
60132893,5,200.58,0.7223
60132893,6,586.62,0.813
60132893,7,448.41,0.7307
60132893,8,297.29,0.7369
55451394,1,179.9,0.742
55451394,2,290.49,0.6955
55451394,3,266.31,0.7418
55451394,4,101.47,0.6892
55451394,5,154.38,0.6163
55451394,6,230.34,0.7023
55451394,7,147.78,0.6673
55451394,8,107.37,0.6827
80550838,1,258.84,0.7981
80550838,2,109.68,0.7162
80550838,3,55.23,0.7499
80550838,4,105.64,0.745
80550838,5,295.65,0.8039
80550838,6,106.21,0.7297
80550838,7,687.94,0.8841
80550838,8,441.32,0.8271
99649620,1,164.54,0.3957
99649620,2,148.47,0.3768
99649620,3,92.17,0.3947
99649620,4,121.04,0.4066
99649620,5,70.78,0.319
99649620,6,296.53,0.511
99649620,7,137.95,0.3319
99649620,8,62.39,0.3954
69788217,1,341.57,0.7217
69788217,2,853.44,
69788217,3,600.99,0.7322
69788217,4,1125.18,0.8589
69788217,5,712.11,0.799
69788217,6,551.97,0.7323
69788217,7,1464.25,0.8573
69788217,8,1033.45,0.8607
46826779,1,69.09,0.6672
46826779,2,68.54,0.6928
46826779,3,87.56,0.6302
46826779,4,103.23,0.6747
46826779,5,181.59,0.7047
46826779,6,133.48,0.6825
46826779,7,87.52,0.6273
46826779,8,119.33,0.6619
46574817,1,2417.28,0.8807
46574817,2,1292.05,0.8551
46574817,3,445.08,0.8398
46574817,4,1079.11,0.8599
46574817,5,1370.84,0.8808
46574817,6,644.24,0.8135
46574817,7,2594.2,0.8788
46574817,8,783.66,
47616286,1,225.52,0.8095
47616286,2,1147.81,0.8445
47616286,3,339.87,0.7261
47616286,4,161.21,0.8273
47616286,5,286.97,0.5564
47616286,6,342.4,0.8568
47616286,7,60.37,0.8242
47616286,8,36.46,0.8047
83261833,1,51.94,0.6334
83261833,2,505.49,0.769
83261833,3,349.89,0.7054
83261833,4,71.35,0.6445
83261833,5,746.07,0.8158
83261833,6,65.72,0.5424
83261833,7,138.05,0.5738
83261833,8,246.21,0.6972
38909415,1,119.58,0.8568
38909415,2,50.53,0.8269
38909415,3,20.32,0.8174
38909415,4,72.51,0.8354
38909415,5,92.31,0.8349
38909415,6,60.77,0.834
38909415,7,138.41,0.8222
38909415,8,88.7,0.8213
25027562,1,195.97,0.7293
25027562,2,179.3,0.7465
25027562,3,114.49,0.7101
25027562,4,100.26,0.6475
25027562,5,178.93,0.7395
25027562,6,242.35,0.73
25027562,7,478.23,0.7927
25027562,8,78.99,0.6649
40086229,1,151.57,0.8264
40086229,2,82.71,0.7301
40086229,3,181.66,0.7669
40086229,4,46.99,0.8106
40086229,5,85.89,0.8368
40086229,6,65.79,0.7331
40086229,7,37.61,0.6604
40086229,8,46.7,0.8001
12044086,1,405.59,0.7635
12044086,2,463.88,0.8484
12044086,3,529.6,0.819
12044086,4,238.44,0.8271
12044086,5,52.27,0.7906
12044086,6,2127.83,0.7677
12044086,7,342.15,0.7936
12044086,8,296.33,0.8363
19552832,1,397.03,0.876
19552832,2,363.54,0.9343
19552832,3,396.78,0.8557
19552832,4,118.3,
19552832,5,758.09,0.7885
19552832,6,88.46,0.8333
19552832,7,876.55,0.849
19552832,8,289.03,0.7572
18104307,1,543.33,0.7611
18104307,2,739.03,0.8575
18104307,3,737.96,0.852
18104307,4,540.66,0.8214
18104307,5,621.66,0.7633
18104307,6,133.25,0.6718
18104307,7,324.9,0.7713
18104307,8,436.56,0.8196
79439716,1,361.9,0.8371
79439716,2,367.73,0.8217
79439716,3,786.5,0.6557
79439716,4,3058.67,0.8594
79439716,5,433.21,0.8878
79439716,6,509.08,0.8255
79439716,7,464.89,0.8802
79439716,8,595.97,0.8335
75012340,1,978.18,0.7093
75012340,2,1376.23,0.8174
75012340,3,821.94,0.6971
75012340,4,747.14,0.7224
75012340,5,452.99,0.6041
75012340,6,246.17,0.5082
75012340,7,477.6,0.6185
75012340,8,2111.71,0.7797
72709370,1,69.49,0.8408
72709370,2,231.99,0.8011
72709370,3,83.66,0.8328
72709370,4,58.48,0.7979
72709370,5,488.63,0.8101
72709370,6,67.37,0.7925
72709370,7,82.18,0.7086
72709370,8,175.92,0.8339
51568950,1,144.98,0.7173
51568950,2,168.06,0.7417
51568950,3,96.03,0.7977
51568950,4,250.89,0.7943
51568950,5,328.98,0.8128
51568950,6,141.64,0.7467
51568950,7,155.54,0.759
51568950,8,231.34,0.7587
74535265,1,86.37,0.7215
74535265,2,22.98,0.7262
74535265,3,147.09,0.8259
74535265,4,60.9,0.693
74535265,5,38.18,0.7065
74535265,6,89.57,0.6846
74535265,7,70.09,0.6315
74535265,8,143.41,0.7146
24514459,1,92.58,0.5724
24514459,2,195.14,0.6394
24514459,3,319.67,0.7286
24514459,4,376.8,0.7217
24514459,5,599.1,0.7513
24514459,6,228.52,0.6709
24514459,7,470.09,0.7277
24514459,8,90.92,0.5537
91055950,1,317.04,0.8273
91055950,2,399.9,0.8779
91055950,3,416.43,0.8734
91055950,4,97.34,0.8379
91055950,5,128.69,0.733
91055950,6,158.44,
91055950,7,257.69,0.889
91055950,8,214.32,0.9026
55094029,1,284.21,0.7451
55094029,2,576.5,0.8142
55094029,3,183.92,0.8202
55094029,4,594.64,0.8574
55094029,5,221.34,0.771
55094029,6,269.4,0.8061
55094029,7,768.87,0.8458
55094029,8,1011.09,0.8757
94424624,1,338.59,0.8447
94424624,2,724.17,0.8831
94424624,3,200.9,0.7582
94424624,4,287.31,0.8303
94424624,5,261.93,0.7856
94424624,6,204.29,0.7419
94424624,7,177.82,0.7523
94424624,8,603.59,0.8335
23708089,1,143.57,0.7113
23708089,2,612.58,0.8419
23708089,3,287.59,0.7503
23708089,4,228.04,0.7262
23708089,5,309.02,0.7278
23708089,6,275.58,0.7292
23708089,7,208.12,0.6865
23708089,8,764.42,0.8752
54759706,1,38.47,0.3156
54759706,2,81.56,0.3977
54759706,3,128.1,0.3746
54759706,4,123.01,0.3338
54759706,5,74.42,0.3438
54759706,6,31.15,0.2919
54759706,7,42.07,0.3679
54759706,8,102.3,0.3803
72668833,1,19.54,0.8137
72668833,2,8.42,0.8361
72668833,3,15.67,0.8206
72668833,4,28.76,0.825
72668833,5,412.38,0.686
72668833,6,80.53,0.6851
72668833,7,67.63,0.7697
72668833,8,55.76,0.7399
54606327,1,182.15,0.5482
54606327,2,357.89,0.4815
54606327,3,1316.79,0.649
54606327,4,1613.57,0.7038
54606327,5,277.95,0.5013
54606327,6,505.18,0.6101
54606327,7,620.56,0.5767
54606327,8,410.07,0.5384
50154064,1,730.2,0.8077
50154064,2,504.71,0.7976
50154064,3,292.82,0.78
50154064,4,1929.25,0.8225
50154064,5,1151.46,0.6979
50154064,6,1053.97,0.8117
50154064,7,532.71,
50154064,8,527.75,0.7104
24959268,1,616.72,0.8034
24959268,2,281.02,0.7355
24959268,3,609.1,0.8712
24959268,4,600.95,
24959268,5,609.58,0.8046
24959268,6,923.42,0.837
24959268,7,75.62,0.8021
24959268,8,274.29,0.7293
44291909,1,268.39,0.7308
44291909,2,324.83,0.8254
44291909,3,211.84,0.7475
44291909,4,108.71,0.7853
44291909,5,76.94,0.7737
44291909,6,184.55,0.7564
44291909,7,67.7,0.726
44291909,8,306.17,0.7451
31488963,1,389.58,0.5581
31488963,2,640.81,
31488963,3,460.61,0.6632
31488963,4,937.45,0.6796
31488963,5,302.21,0.5224
31488963,6,301.96,0.5683
31488963,7,217.56,0.5575
31488963,8,1471.09,0.7033
37136087,1,32.36,0.4856
37136087,2,74.59,0.5057
37136087,3,54.82,0.4948
37136087,4,69.96,0.4267
37136087,5,59.75,0.3977
37136087,6,282.58,0.498
37136087,7,117.9,
37136087,8,39.14,0.4382
71533058,1,436.95,0.7809
71533058,2,678.13,0.8549
71533058,3,1783.15,0.9061
71533058,4,931.58,0.8769
71533058,5,289.69,0.7319
71533058,6,303.01,0.7202
71533058,7,1027.96,0.8718
71533058,8,645.46,0.7604
66725432,1,770.66,0.8975
66725432,2,537.28,0.8104
66725432,3,329.2,0.8028
66725432,4,673.64,0.8169
66725432,5,564.75,0.845
66725432,6,2188.5,0.9293
66725432,7,882.55,0.8656
66725432,8,596.13,0.8258
64647678,1,210.18,0.4013
64647678,2,295.97,0.3439
64647678,3,297.4,0.3721
64647678,4,125.85,0.3146
64647678,5,108.0,0.3989
64647678,6,189.79,0.3482
64647678,7,131.05,0.4317
64647678,8,362.97,0.3478
42563134,1,166.34,0.7269
42563134,2,121.21,0.7243
42563134,3,491.36,0.7627
42563134,4,91.84,0.671
42563134,5,143.94,0.769
42563134,6,366.65,0.792
42563134,7,161.01,0.6976
42563134,8,74.42,0.7109
96372331,1,842.75,0.4636
96372331,2,333.16,0.4251
96372331,3,652.3,0.3946
96372331,4,589.46,0.4399
96372331,5,183.58,0.2989
96372331,6,334.31,0.4574
96372331,7,1084.99,0.4897
96372331,8,1307.77,0.4922
17888492,1,403.23,0.6722
17888492,2,348.07,0.5987
17888492,3,1248.14,0.7938
17888492,4,321.14,0.6154
17888492,5,473.41,0.7549
17888492,6,2108.55,0.7909
17888492,7,429.41,0.6464
17888492,8,1027.84,0.7964
40833169,1,147.5,0.713
40833169,2,401.8,0.813
40833169,3,217.47,0.6542
40833169,4,134.73,0.7874
40833169,5,333.18,0.7086
40833169,6,114.77,0.6581
40833169,7,427.91,0.7985
40833169,8,85.42,0.7031
20620531,1,13.42,0.3752
20620531,2,47.07,0.3102
20620531,3,21.2,0.416
20620531,4,10.57,0.3752
20620531,5,28.35,0.432
20620531,6,23.39,0.3527
20620531,7,47.35,0.317
20620531,8,23.53,0.3514
40504942,1,371.93,0.5885
40504942,2,131.71,0.512
40504942,3,564.55,0.5698
40504942,4,235.47,0.5171
40504942,5,205.67,0.4415
40504942,6,536.06,0.5493
40504942,7,417.46,0.5352
40504942,8,142.69,0.5498
96570788,1,640.89,0.7934
96570788,2,463.9,0.7398
96570788,3,364.01,0.7436
96570788,4,356.56,0.7546
96570788,5,455.75,0.7249
96570788,6,916.35,0.7967
96570788,7,461.09,0.7244
96570788,8,1000.46,0.7933
42963717,1,218.03,0.6607
42963717,2,202.97,0.6929
42963717,3,195.63,0.6097
42963717,4,193.79,0.5577
42963717,5,110.4,0.5487
42963717,6,453.16,0.6812
42963717,7,158.06,0.6392
42963717,8,593.61,0.7628
91772261,1,84.96,0.7396
91772261,2,137.12,0.6882
91772261,3,186.98,0.7464
91772261,4,80.85,0.6757
91772261,5,214.08,0.6665
91772261,6,118.17,0.6296
91772261,7,61.85,0.6309
91772261,8,159.85,0.6854
54555908,1,144.06,0.7414
54555908,2,184.09,0.8434
54555908,3,132.32,0.7856
54555908,4,177.58,0.6905
54555908,5,197.48,0.8946
54555908,6,128.63,0.7769
54555908,7,225.89,0.8535
54555908,8,262.54,0.6895
72973641,1,2067.01,0.8863
72973641,2,183.39,
72973641,3,168.96,0.8207
72973641,4,208.68,0.7807
72973641,5,222.42,0.7529
72973641,6,1020.56,0.8431
72973641,7,270.05,0.7351
72973641,8,115.07,0.7089
51167573,1,501.07,0.7504
51167573,2,735.42,0.7876
51167573,3,226.98,0.6586
51167573,4,504.51,0.8212
51167573,5,84.3,0.6189
51167573,6,602.86,0.7279
51167573,7,382.96,0.7692
51167573,8,278.78,0.7271
33928296,1,3807.83,
33928296,2,759.22,0.8131
33928296,3,2025.08,0.8414
33928296,4,910.66,0.8477
33928296,5,773.86,0.8409
33928296,6,5683.21,0.8652
33928296,7,808.62,0.863
33928296,8,1253.97,0.8927
97225872,1,235.75,0.6984
97225872,2,96.68,0.649
97225872,3,354.54,0.7467
97225872,4,626.64,0.8322
97225872,5,236.4,0.7206
97225872,6,415.18,0.7658
97225872,7,146.02,0.7619
97225872,8,348.89,
33717237,1,417.41,0.7789
33717237,2,244.04,0.79
33717237,3,284.72,0.7832
33717237,4,367.05,0.7753
33717237,5,668.82,0.831
33717237,6,240.29,0.7438
33717237,7,1378.09,0.8553
33717237,8,424.46,0.7471
80087580,1,546.85,0.4523
80087580,2,97.45,0.486
80087580,3,269.81,
80087580,4,134.15,0.422
80087580,5,117.02,0.4118
80087580,6,56.75,0.4174
80087580,7,221.85,0.4249
80087580,8,139.49,0.3819
33502599,1,208.56,0.7189
33502599,2,1719.57,0.8996
33502599,3,167.86,0.6674
33502599,4,587.21,0.7833
33502599,5,179.8,0.6927
33502599,6,443.6,0.806
33502599,7,378.74,0.774
33502599,8,195.94,0.6521
74520116,1,898.5,0.8251
74520116,2,451.22,0.7481
74520116,3,394.85,0.8006
74520116,4,334.82,0.7495
74520116,5,213.14,0.6947
74520116,6,1392.81,0.8706
74520116,7,231.55,0.7125
74520116,8,157.27,0.6681
81010589,1,696.19,0.6017
81010589,2,717.85,0.5277
81010589,3,1158.43,0.4519
81010589,4,872.57,0.5323
81010589,5,2006.53,0.6204
81010589,6,365.53,0.5117
81010589,7,644.02,0.4649
81010589,8,868.14,0.5255
50442534,1,1108.61,0.8569
50442534,2,1595.4,0.8911
50442534,3,1478.53,0.8951
50442534,4,1319.63,0.8586
50442534,5,1988.08,0.8595
50442534,6,907.84,0.8801
50442534,7,2549.65,0.8656
50442534,8,661.59,0.867
76322763,1,583.03,0.7846
76322763,2,589.16,0.7961
76322763,3,308.36,0.74
76322763,4,564.32,0.7747
76322763,5,854.56,0.8502
76322763,6,892.06,0.8152
76322763,7,776.18,0.8134
76322763,8,212.7,0.7248
34501740,1,1471.93,0.8678
34501740,2,433.01,0.7292
34501740,3,303.37,0.6457
34501740,4,88.07,0.5625
34501740,5,264.41,0.5744
34501740,6,191.47,0.6199
34501740,7,237.1,0.6231
34501740,8,218.45,0.7121
17132816,1,293.43,0.8514
17132816,2,414.65,0.828
17132816,3,256.18,0.8864
17132816,4,321.49,0.8054
17132816,5,410.67,0.8529
17132816,6,117.16,0.839
17132816,7,742.5,0.869
17132816,8,1799.38,0.901
18675186,1,5082.22,0.8617
18675186,2,915.48,0.8616
18675186,3,572.46,0.8222
18675186,4,540.46,0.8285
18675186,5,539.0,0.7771
18675186,6,1077.29,0.8113
18675186,7,235.23,0.7255
18675186,8,390.62,0.7677
50232134,1,394.7,
50232134,2,558.44,0.441
50232134,3,508.41,0.3973
50232134,4,699.53,0.4382
50232134,5,437.15,0.4177
50232134,6,74.52,0.3026
50232134,7,280.64,0.3921
50232134,8,950.73,0.3618
91234214,1,372.39,0.7867
91234214,2,684.78,0.8308
91234214,3,289.58,0.8592
91234214,4,1240.16,0.8791
91234214,5,601.63,0.8309
91234214,6,781.81,0.8904
91234214,7,126.36,0.7787
91234214,8,800.3,0.7923
21481916,1,178.45,0.7583
21481916,2,201.98,0.8152
21481916,3,166.11,0.7661
21481916,4,173.9,0.7808
21481916,5,62.49,0.7836
21481916,6,144.47,0.8209
21481916,7,284.41,0.8305
21481916,8,100.39,0.7571
51019865,1,53.41,0.6773
51019865,2,222.14,0.6535
51019865,3,62.71,0.6305
51019865,4,123.61,0.5815
51019865,5,29.8,0.6244
51019865,6,23.8,0.5808
51019865,7,93.86,0.649
51019865,8,77.04,0.6182
73362884,1,593.44,0.7937
73362884,2,505.26,0.8093
73362884,3,1506.3,0.8939
73362884,4,1085.74,0.8438
73362884,5,350.67,0.7469
73362884,6,449.09,0.7425
73362884,7,1122.61,0.8736
73362884,8,404.18,0.7909
28212702,1,464.72,0.4528
28212702,2,264.77,0.474
28212702,3,436.55,0.4782
28212702,4,57.32,0.3759
28212702,5,279.74,0.4643
28212702,6,869.55,0.5658
28212702,7,306.91,0.4655
28212702,8,596.61,0.4962
74945475,1,105.43,0.5897
74945475,2,276.22,0.5609
74945475,3,198.68,0.5841
74945475,4,181.84,0.528
74945475,5,139.88,0.5427
74945475,6,169.58,0.5167
74945475,7,89.81,0.5136
74945475,8,190.24,0.5397
37536095,1,463.73,0.6384
37536095,2,408.45,0.5919
37536095,3,197.27,0.4994
37536095,4,193.94,0.5356
37536095,5,171.06,0.5243
37536095,6,152.26,0.4418
37536095,7,485.76,0.582
37536095,8,165.51,0.48
82779466,1,842.87,0.8626
82779466,2,299.77,0.8272
82779466,3,106.31,0.8047
82779466,4,1688.83,0.853
82779466,5,323.68,0.7677
82779466,6,290.33,0.7672
82779466,7,584.51,0.8337
82779466,8,190.76,
62129760,1,172.69,0.6146
62129760,2,1361.27,0.8421
62129760,3,340.91,0.7162
62129760,4,532.27,0.8161
62129760,5,543.4,0.7141
62129760,6,151.59,0.639
62129760,7,313.11,0.6467
62129760,8,634.9,0.7518
59221653,1,2792.04,0.9148
59221653,2,1137.34,0.8667
59221653,3,1282.42,0.8872
59221653,4,421.75,0.8065
59221653,5,631.68,0.8341
59221653,6,1585.11,0.8852
59221653,7,2640.91,0.8917
59221653,8,2443.4,0.8986
25909550,1,175.09,0.7608
25909550,2,405.38,0.8557
25909550,3,522.06,0.8124
25909550,4,271.43,0.7575
25909550,5,126.4,0.7056
25909550,6,181.18,0.7713
25909550,7,69.5,0.7373
25909550,8,645.07,0.8627
51688531,1,59.27,0.7882
51688531,2,32.58,0.8117
51688531,3,127.9,0.8444
51688531,4,47.82,0.7998
51688531,5,137.65,0.7545
51688531,6,60.32,0.7817
51688531,7,228.05,0.8439
51688531,8,282.96,0.7653
87095284,1,42.42,0.2723
87095284,2,62.26,0.278
87095284,3,145.24,0.2497
87095284,4,84.57,0.2465
87095284,5,102.21,0.2129
87095284,6,162.31,0.2245
87095284,7,61.45,0.236
87095284,8,99.04,0.2431
11757159,1,74.82,0.7585
11757159,2,448.66,0.8262
11757159,3,127.6,0.7074
11757159,4,403.22,0.7767
11757159,5,108.83,0.7632
11757159,6,159.17,0.773
11757159,7,66.16,0.702
11757159,8,630.92,0.8262
78266756,1,90.23,0.8121
78266756,2,116.85,0.7724
78266756,3,86.4,0.828
78266756,4,408.34,0.8001
78266756,5,91.03,0.8192
78266756,6,151.95,0.7168
78266756,7,61.32,0.7264
78266756,8,74.88,0.7355
54348614,1,354.81,0.8318
54348614,2,283.0,0.82
54348614,3,1578.42,0.8201
54348614,4,581.42,0.7442
54348614,5,1216.42,0.8027
54348614,6,896.45,0.8123
54348614,7,673.93,0.8423
54348614,8,337.48,0.8546
74751665,1,210.41,0.769
74751665,2,159.27,0.7608
74751665,3,131.09,0.7275
74751665,4,149.06,0.7724
74751665,5,89.33,0.7534
74751665,6,138.45,0.7351
74751665,7,116.71,0.7162
74751665,8,582.97,0.8505
69696820,1,650.63,0.622
69696820,2,57.6,0.5154
69696820,3,123.97,0.5459
69696820,4,347.15,0.6577
69696820,5,144.92,0.5656
69696820,6,306.56,0.6143
69696820,7,216.64,0.6302
69696820,8,283.95,0.6723
48888373,1,200.29,0.6879
48888373,2,99.87,0.6796
48888373,3,101.75,0.5462
48888373,4,16.88,0.6601
48888373,5,274.95,0.7637
48888373,6,122.19,0.5942
48888373,7,94.09,0.6376
48888373,8,64.22,0.6937
37780047,1,2198.92,0.8561
37780047,2,694.44,0.8986
37780047,3,1693.3,0.8446
37780047,4,2203.06,0.8302
37780047,5,1772.78,0.786
37780047,6,3266.4,0.8442
37780047,7,3422.26,0.8422
37780047,8,1474.84,0.8004
66457795,1,259.65,0.289
66457795,2,459.11,0.3365
66457795,3,151.36,0.2836
66457795,4,769.33,0.3358
66457795,5,396.45,0.3155
66457795,6,422.73,0.2741
66457795,7,448.09,0.3522
66457795,8,231.68,0.2833
22620184,1,138.59,0.7692
22620184,2,43.25,0.7623
22620184,3,34.37,0.7093
22620184,4,29.09,0.7005
